genus_species,population_id,abundance,year,log_abundance,thermal_risk_measure,change_in_log_N
Sander vitreus,Sander vitreus_48.49_-90.06_890,352.5,1974,5.8650506222523235,9.645544105292262e-6,-0.02493475590580463
Sander vitreus,Sander vitreus_48.7_-93.16667_889,0.7414,1974,-0.29921498826550524,1.4412936206147225e-6,0.31087863715915437
Sardinops sagax,Sardinops sagax_-35_20_1936,59,1974,4.07753744390572,0.09797871674197554,0.10724553035359774
Alosa pseudoharengus,Alosa pseudoharengus_44.03_-69.31_822,19.7,1975,2.9806186357439426,1.1332983128990445e-4,-1.215078420738446
Alosa pseudoharengus,Alosa pseudoharengus_45.55_-66.52_823,779,1975,6.658011045870748,4.644309701460981e-5,0.2677703788053982
Alosa pseudoharengus,Alosa pseudoharengus_45.9166666666667_-66.8666666666667_1602,779,1975,6.658011045870748,4.644310699261959e-5,0.2677703788053982
Calathus melanocephalus,Calathus melanocephalus_52.8166666666667_6.36666666666667_9186,160,1975,5.075173815233827,NA,-0.2623642644674913
Calathus melanocephalus,Calathus melanocephalus_52.8166666666667_6.36666666666667_9187,306,1975,5.723585101952381,NA,-0.5917728995699543
Calathus melanocephalus,Calathus melanocephalus_52.8166666666667_6.36666666666667_9188,3,1975,1.0986122886681098,NA,0
Coregonus artedi,Coregonus artedi_48.46667_-89.15_4581,0.737,1975,-0.3051673867928005,5.3864742406874513e-5,-0.32202450385922327
Coregonus artedi,Coregonus artedi_48_-88_4580,4.369,1975,1.4745341499692988,5.3864742406874513e-5,0.6676119551505088
Coregonus clupeaformis,Coregonus clupeaformis_45_-82_1792,6789,1975,8.823058934301647,3.568487244566719e-5,1.6913604238347357
Coregonus clupeaformis,Coregonus clupeaformis_45_-82_829,6789,1975,8.823058934301647,3.568487275233449e-5,1.6913604238347357
Coregonus clupeaformis,Coregonus clupeaformis_46.66667_-84.75_831,33.9,1975,3.5234150143864045,3.610661660987396e-5,NA
Coregonus clupeaformis,Coregonus clupeaformis_48.46667_-89.15_830,33.4,1975,3.5085558999826545,3.610661660987396e-5,NA
Desmognathus ochrophaeus,Desmognathus ochrophaeus_35.06583_-83.46111_940,14,1975,2.6390573296152584,1.1421288862394929e-5,NA
Desmognathus quadramaculatus,Desmognathus quadramaculatus_35.06583_-83.46111_941,6,1975,1.791759469228055,3.431144795008458e-5,NA
Esox lucius,Esox lucius_54.12_-3_1111,400,1975,5.991464547107982,0.0017827648313042327,-0.2231435513142097
Esox lucius,Esox lucius_54.18_-3_1110,400,1975,5.991464547107982,0.0017827648313042327,0
Esox lucius,Esox lucius_54.3333333333333_-2.91666666666667_1823,400,1975,5.991464547107982,0.0017876676456816155,-0.2231435513142097
Esox lucius,Esox lucius_54.3_-3_1822,400,1975,5.991464547107982,0.0017827645527472328,0
Ischnura elegans,Ischnura elegans_52.4333333333333_-0.183333333333333_3,25,1975,3.2188758248682006,1.3465852438001346e-8,0.9162907318741547
Oncorhynchus kisutch,Oncorhynchus kisutch_43.5_-87.5_4577,3475,1975,8.1533497579988925,4.2450546709683115e-6,-0.12380801443291745
Oncorhynchus kisutch,Oncorhynchus kisutch_48.56_-125_847,69,1975,4.23410650459726,3.487763361233299e-4,-0.014388737452099676
Oncorhynchus kisutch,Oncorhynchus kisutch_50.73861_-120.61111_4295,69754,1975,11.152730045709548,4.244083166245699e-6,NA
Oncorhynchus kisutch,Oncorhynchus kisutch_51.379042_-118.944753_4294,18354,1975,9.817602813378958,4.244083166245699e-6,NA
Oncorhynchus kisutch,Oncorhynchus kisutch_63.1825_-146.02806_5765,5100,1975,8.536995818712418,4.244083166245699e-6,0.2545128149818563
Perca flavescens,Perca flavescens_45.625_-81.87611_877,0.33,1975,-1.1086626245216111,2.514670481169797e-5,-0.9259409877063167
Perca fluviatilis,Perca fluviatilis_54.3333333333333_-2.91666666666667_6059,195,1975,5.272999558563747,5.981474191889685e-6,0.02597548640326064
Perca fluviatilis,Perca fluviatilis_54.3333333333333_-2.91666666666667_6060,380,1975,5.940171252720432,5.981474191889685e-6,-0.05129329438755015
Perca fluviatilis,Perca fluviatilis_54.3333333333333_-2.91666666666667_6061,300,1975,5.703782474656201,5.981474191889685e-6,-0.01652930195121094
Perca fluviatilis,Perca fluviatilis_54.33333_-2.91667_6103,195,1975,5.272999558563747,5.981475617163059e-6,0.02597548640326064
Perca fluviatilis,Perca fluviatilis_54.33333_-2.91667_6104,380,1975,5.940171252720432,5.981475617163059e-6,-0.05129329438755015
Perca fluviatilis,Perca fluviatilis_54.33333_-2.91667_6105,300,1975,5.703782474656201,5.981475617163059e-6,-0.01652930195121094
Plethodon glutinosus,Plethodon glutinosus_35.57222_-83.18167_955,3,1975,1.0986122886681098,2.4867560202148954e-6,NA
Plethodon jordani,Plethodon jordani_35.57222_-83.18139_957,44,1975,3.784189633918261,1.1021127924232717e-6,NA
Pseudacris regilla,Pseudacris regilla_41_-118.75_20617,1,1975,0,4.269026989406129e-10,NA
Salmo trutta,Salmo trutta_54.3333333333333_-2.88333333333333_7022,1.47,1975,0.3852624007906449,0.0011398672166300166,0.17824823140631876
Salmo trutta,Salmo trutta_54.3333333333333_-2.88333333333333_7023,0.63,1975,-0.4620354595965587,0.0011398672166300166,-0.3786538506575077
Salmo trutta,Salmo trutta_54.3333333333333_-2.88333333333333_7024,0.42,1975,-0.8675005677047231,0.0011398672166300166,-0.5527898228650228
Salmo trutta,Salmo trutta_54.3333333333333_-2.88333333333333_7025,3.03,1975,1.1085626195212777,0.0011398672166300166,0.3201052591570074
Salmo trutta,Salmo trutta_54.3333333333333_-2.88333333333333_7104,21,1975,3.044522437723423,0.0011398672166300166,-0.35667494393873245
Salmo trutta,Salmo trutta_54.34472_-2.95167_1135,7250,1975,8.88875674784872,0.0011398672166300166,-0.0984400728132524
Salmo trutta,Salmo trutta_61.22417_10.4275_2339,129,1975,4.859812404361672,3.7764313068407644e-5,0.03149866705937043
Salmo trutta,Salmo trutta_61.5_6.83333_2341,155,1975,5.043425116919247,1.1290006625071698e-4,-0.16058157015754837
Salvelinus namaycush,Salvelinus namaycush_43.5_-87.5_4579,5378,1975,8.59007183682881,1.1198218553919493e-5,0.02542270425627713
Salvelinus namaycush,Salvelinus namaycush_47.15417_-90.5_886,90,1975,4.499809670330265,1.1432682708977821e-5,-0.5371429320833645
Salvelinus namaycush,Salvelinus namaycush_47.26472_-87.17472_885,200,1975,5.298317366548036,1.1432682708977821e-5,0.2876820724517808
Sander vitreus,Sander vitreus_44.1_-78.51_892,0.0107,1975,-4.537511537514277,1.992135073748522e-5,-0.03670136685042813
Sander vitreus,Sander vitreus_45.26889_-79.60417_893,0.44,1975,-0.8209805520698302,3.4767938371836167e-6,-0.022472855852058604
Sander vitreus,Sander vitreus_46.17_-80_900,0.4995,1975,-0.6941476808935289,1.441271641054602e-6,0.07350755184147806
Sander vitreus,Sander vitreus_48.44972_-92.45028_888,0.9006,1975,-0.10469407111466583,1.441271641054602e-6,-0.07670603457449712
Sander vitreus,Sander vitreus_48.49_-90.06_890,388,1975,5.961005339623274,6.745604165270851e-6,0.09595471737095007
Sander vitreus,Sander vitreus_48.7_-93.16667_889,0.7535,1975,-0.28302626091558697,1.441271641054602e-6,0.016188727349918275
Sardinops sagax,Sardinops sagax_-35_20_1936,97,1975,4.574710978503383,0.25716818288646465,0.4971735345976631
Alosa pseudoharengus,Alosa pseudoharengus_44.03_-69.31_822,41,1976,3.713572066704308,1.0960696686976767e-4,0.7329534309603654
Alosa pseudoharengus,Alosa pseudoharengus_45.55_-66.52_823,643,1976,6.466144724237619,4.3662551191722435e-5,-0.1918663216331291
Alosa pseudoharengus,Alosa pseudoharengus_45.9166666666667_-66.8666666666667_1602,643,1976,6.466144724237619,4.3662541384704756e-5,-0.1918663216331291
Calathus melanocephalus,Calathus melanocephalus_52.8166666666667_6.36666666666667_9186,50,1976,3.912023005428146,NA,-1.1631508098056806
Calathus melanocephalus,Calathus melanocephalus_52.8166666666667_6.36666666666667_9187,71,1976,4.2626798770413155,NA,-1.4609052249110652
Calathus melanocephalus,Calathus melanocephalus_52.8166666666667_6.36666666666667_9188,2,1976,0.6931471805599453,NA,-0.4054651081081645
Coregonus artedi,Coregonus artedi_48.46667_-89.15_4581,1.062,1976,0.060153922819747144,5.2866446647313005e-5,0.3653213096125476
Coregonus artedi,Coregonus artedi_48_-88_4580,2.801,1976,1.0299764962779716,5.2866446647313005e-5,-0.44455765369132716
Coregonus clupeaformis,Coregonus clupeaformis_45_-82_1792,7534,1976,8.927181388251986,3.5405550724120466e-5,0.10412245395033892
Coregonus clupeaformis,Coregonus clupeaformis_45_-82_829,7534,1976,8.927181388251986,3.540555009484255e-5,0.10412245395033892
Coregonus clupeaformis,Coregonus clupeaformis_46.66667_-84.75_831,33.2,1976,3.502549875922443,3.543743895036751e-5,-0.02086513846396132
Coregonus clupeaformis,Coregonus clupeaformis_48.46667_-89.15_830,26.2,1976,3.265759410767051,3.543743895036751e-5,-0.24279648921560337
Desmognathus ochrophaeus,Desmognathus ochrophaeus_35.05_-83.27_20607,15,1976,2.70805020110221,5.994141951971567e-7,NA
Desmognathus ochrophaeus,Desmognathus ochrophaeus_35.06583_-83.46111_940,15,1976,2.70805020110221,7.783706596014634e-7,0.06899287148695166
Desmognathus quadramaculatus,Desmognathus quadramaculatus_35.05_-83.27_20606,7,1976,1.9459101490553132,1.8007397594824898e-6,NA
Desmognathus quadramaculatus,Desmognathus quadramaculatus_35.06583_-83.46111_941,7,1976,1.9459101490553132,2.338354689611486e-6,0.15415067982725827
Esox lucius,Esox lucius_54.12_-3_1111,400,1976,5.991464547107982,1.3290136514685166e-4,0
Esox lucius,Esox lucius_54.18_-3_1110,300,1976,5.703782474656201,1.3290136514685166e-4,-0.2876820724517808
Esox lucius,Esox lucius_54.3333333333333_-2.91666666666667_1823,400,1976,5.991464547107982,1.4644099136001569e-4,0
Esox lucius,Esox lucius_54.3_-3_1822,300,1976,5.703782474656201,1.3290134126613852e-4,-0.2876820724517808
Ischnura elegans,Ischnura elegans_52.4333333333333_-0.183333333333333_3,13,1976,2.5649493574615367,3.535037939937091e-9,-0.6539264674066638
Oncorhynchus kisutch,Oncorhynchus kisutch_43.5_-87.5_4577,3443,1976,8.144098463338524,4.254262606921682e-6,-0.009251294660368004
Oncorhynchus kisutch,Oncorhynchus kisutch_48.56_-125_847,55,1976,4.007333185232471,3.224029968440166e-4,-0.2267733193647885
Oncorhynchus kisutch,Oncorhynchus kisutch_50.73861_-120.61111_4295,64713,1976,11.077717387662826,8.8822171720709308e-06,-0.07501265804672208
Oncorhynchus kisutch,Oncorhynchus kisutch_51.379042_-118.944753_4294,12268,1976,9.414749525234143,4.244083166245699e-6,-0.402853288144815
Oncorhynchus kisutch,Oncorhynchus kisutch_63.1825_-146.02806_5765,1920,1976,7.560080465021827,8.785168301253652e-6,-0.9769153536905906
Perca flavescens,Perca flavescens_45.625_-81.87611_877,1.547,1976,0.43631757159092904,2.4949869461774822e-5,1.5449801961125402
Perca fluviatilis,Perca fluviatilis_54.3333333333333_-2.91666666666667_6059,215,1976,5.3706380281276624,4.89986498648462e-7,0.09763846956391564
Perca fluviatilis,Perca fluviatilis_54.3333333333333_-2.91666666666667_6060,375,1976,5.926926025970411,4.89986498648462e-7,-0.013245226750020933
Perca fluviatilis,Perca fluviatilis_54.3333333333333_-2.91666666666667_6061,310,1976,5.736572297479192,4.89986498648462e-7,0.032789822822991255
Perca fluviatilis,Perca fluviatilis_54.33333_-2.91667_6103,215,1976,5.3706380281276624,4.89986528315619e-7,0.09763846956391564
Perca fluviatilis,Perca fluviatilis_54.33333_-2.91667_6104,375,1976,5.926926025970411,4.89986528315619e-7,-0.013245226750020933
Perca fluviatilis,Perca fluviatilis_54.33333_-2.91667_6105,310,1976,5.736572297479192,4.89986528315619e-7,0.032789822822991255
Plethodon glutinosus,Plethodon glutinosus_35.55_-83.2_20603,5,1976,1.6094379124341003,6.684441427440875e-7,NA
Plethodon glutinosus,Plethodon glutinosus_35.57222_-83.18167_955,5,1976,1.6094379124341003,1.694745616754064e-7,0.5108256237659905
Plethodon jordani,Plethodon jordani_35.55_-83.2_20602,45,1976,3.8066624897703196,3.003513142294248e-7,NA
Plethodon jordani,Plethodon jordani_35.57222_-83.18139_957,45,1976,3.8066624897703196,7.510993474810235e-8,0.022472855852058604
Pseudacris regilla,Pseudacris regilla_39.34083_-119.81278_6329,30.25,1976,3.4094961844768505,4.299837954315064e-9,NA
Pseudacris regilla,Pseudacris regilla_41_-118.75_20617,121,1976,4.795790545596741,3.765527045375908e-9,4.795790545596741
Salmo trutta,Salmo trutta_54.3333333333333_-2.88333333333333_7022,1.52,1976,0.41871033485818504,9.337489864254695e-5,0.03344793406754015
Salmo trutta,Salmo trutta_54.3333333333333_-2.88333333333333_7023,0.72,1976,-0.3285040669720361,9.337489864254695e-5,0.13353139262452257
Salmo trutta,Salmo trutta_54.3333333333333_-2.88333333333333_7024,0.38,1976,-0.9675840262617056,9.337489864254695e-5,-0.10008345855698253
Salmo trutta,Salmo trutta_54.3333333333333_-2.88333333333333_7025,5.9,1976,1.7749523509116738,9.337489864254695e-5,0.6663897313903961
Salmo trutta,Salmo trutta_54.3333333333333_-2.88333333333333_7104,18,1976,2.8903717578961645,9.337489864254695e-5,-0.1541506798272585
Salmo trutta,Salmo trutta_54.34472_-2.95167_1135,4250,1976,8.354674261918463,9.337489864254695e-5,-0.5340824859302575
Salmo trutta,Salmo trutta_61.22417_10.4275_2339,112,1976,4.718498871295094,3.0664710796262957e-5,-0.1413135330665778
Salmo trutta,Salmo trutta_61.5_6.83333_2341,169,1976,5.1298987149230735,1.6281874007415358e-4,0.0864735980038267
Salmo trutta,Salmo trutta_66.83167_15.36056_2347,25,1976,3.2188758248682006,1.9152858338226668e-4,NA
Salvelinus namaycush,Salvelinus namaycush_43.5_-87.5_4579,5231,1976,8.562357743370612,1.1222508599696464e-5,-0.027714093458198974
Salvelinus namaycush,Salvelinus namaycush_47.15417_-90.5_886,100,1976,4.605170185988092,1.1220796175545437e-5,0.10536051565782678
Salvelinus namaycush,Salvelinus namaycush_47.26472_-87.17472_885,190,1976,5.247024072160486,1.1220796175545437e-5,-0.05129329438755015
Sander vitreus,Sander vitreus_44.1_-78.51_892,0.0123,1976,-4.398156016603766,8.90489439821384e-6,0.1393555209105113
Sander vitreus,Sander vitreus_45.26889_-79.60417_893,0.42,1976,-0.8675005677047231,3.7201074711590883e-6,-0.04652001563489283
Sander vitreus,Sander vitreus_46.17_-80_900,0.569,1976,-0.5638748448558062,1.441271641054602e-6,0.13027283603772266
Sander vitreus,Sander vitreus_48.44972_-92.45028_888,0.8529,1976,-0.15911297165707328,1.441271641054602e-6,-0.054418900542407445
Sander vitreus,Sander vitreus_48.49_-90.06_890,361.7,1976,5.890815138958052,5.14943529889864e-6,-0.07019020066522152
Sander vitreus,Sander vitreus_48.7_-93.16667_889,0.7599,1976,-0.2745684333063978,1.441271641054602e-6,0.008457827609189172
Sander vitreus,Sander vitreus_49.11667_-92.38361_901,4.45,1976,1.4929040961781488,2.7610928402307517e-6,NA
Sardinops sagax,Sardinops sagax_-35_20_1936,122,1976,4.804021044733257,0.1729919876013446,0.22931006622987393
Sardinops sagax,Sardinops sagax_35_140_1941,2379,1976,7.774435510302958,0.006955065750145596,NA
Alosa pseudoharengus,Alosa pseudoharengus_44.03_-69.31_822,15.3,1977,2.72785282839839,1.1096330075418293e-4,-0.9857192383059181
Alosa pseudoharengus,Alosa pseudoharengus_45.55_-66.52_823,299,1977,5.700443573390687,5.197334000396318e-5,-0.7657011508469322
Alosa pseudoharengus,Alosa pseudoharengus_45.9166666666667_-66.8666666666667_1602,299,1977,5.700443573390687,5.197334848008402e-5,-0.7657011508469322
Calathus melanocephalus,Calathus melanocephalus_52.8166666666667_6.36666666666667_9186,276,1977,5.62040086571715,NA,1.7083778602890036
Calathus melanocephalus,Calathus melanocephalus_52.8166666666667_6.36666666666667_9187,227,1977,5.424950017481403,NA,1.1622701404400875
Calathus melanocephalus,Calathus melanocephalus_52.8166666666667_6.36666666666667_9188,3,1977,1.0986122886681098,NA,0.4054651081081645
Coregonus artedi,Coregonus artedi_48.46667_-89.15_4581,1.171,1977,0.15785808461558032,5.274799787994689e-5,0.09770416179583317
Coregonus artedi,Coregonus artedi_48_-88_4580,3.243,1977,1.1764988273251809,5.274799787994689e-5,0.14652233104720924
Coregonus clupeaformis,Coregonus clupeaformis_45_-82_1792,8189,1977,9.010547069270189,3.5378548361231754e-5,0.08336568101820241
Coregonus clupeaformis,Coregonus clupeaformis_45_-82_829,8189,1977,9.010547069270189,3.537854810556684e-5,0.08336568101820241
Coregonus clupeaformis,Coregonus clupeaformis_46.66667_-84.75_831,33.8,1977,3.520460802488973,3.5358040367173785e-5,0.017910926566529817
Coregonus clupeaformis,Coregonus clupeaformis_48.46667_-89.15_830,30.4,1977,3.414442608412176,3.5358040367173785e-5,0.14868319764512483
Desmognathus ochrophaeus,Desmognathus ochrophaeus_35.05_-83.27_20607,18,1977,2.8903717578961645,4.0818933205805574e-10,0.18232155679395445
Desmognathus ochrophaeus,Desmognathus ochrophaeus_35.06583_-83.46111_940,18,1977,2.8903717578961645,5.300551808450343e-10,0.18232155679395445
Desmognathus quadramaculatus,Desmognathus quadramaculatus_35.05_-83.27_20606,5,1977,1.6094379124341003,1.226268522706197e-9,-0.33647223662121295
Desmognathus quadramaculatus,Desmognathus quadramaculatus_35.06583_-83.46111_941,5,1977,1.6094379124341003,1.5923737651114308e-9,-0.33647223662121295
Esox lucius,Esox lucius_54.12_-3_1111,500,1977,6.214608098422191,4.5293913215307567e-4,0.2231435513142097
Esox lucius,Esox lucius_54.18_-3_1110,400,1977,5.991464547107982,4.5293913215307567e-4,0.2876820724517808
Esox lucius,Esox lucius_54.3333333333333_-2.91666666666667_1823,500,1977,6.214608098422191,2.504346624509887e-4,0.2231435513142097
Esox lucius,Esox lucius_54.3_-3_1822,400,1977,5.991464547107982,4.529390450153737e-4,0.2876820724517808
Ischnura elegans,Ischnura elegans_52.4333333333333_-0.183333333333333_3,9,1977,2.1972245773362196,2.3151883199642953e-9,-0.3677247801253172
Oncorhynchus kisutch,Oncorhynchus kisutch_43.5_-87.5_4577,3863,1977,8.259199362666282,4.244083166245699e-6,0.11510089932775713
Oncorhynchus kisutch,Oncorhynchus kisutch_48.56_-125_847,51,1977,3.9318256327243257,2.830257898730535e-4,-0.07550755250814545
Oncorhynchus kisutch,Oncorhynchus kisutch_50.73861_-120.61111_4295,133975,1977,11.805408494363052,7.1964419469228455e-6,0.7276911067002256
Oncorhynchus kisutch,Oncorhynchus kisutch_51.379042_-118.944753_4294,26572,1977,10.187613308785131,4.244083166245699e-6,0.7728637835509886
Oncorhynchus kisutch,Oncorhynchus kisutch_63.1825_-146.02806_5765,4793,1977,8.474911799159631,4.244083166245699e-6,0.914831334137804
Perca flavescens,Perca flavescens_45.625_-81.87611_877,4.752,1977,1.5585655820603437,2.493084148153351e-5,1.1222480104694146
Perca fluviatilis,Perca fluviatilis_54.3333333333333_-2.91666666666667_6059,25,1977,3.2188758248682006,8.379457299144868e-7,-2.151762203259462
Perca fluviatilis,Perca fluviatilis_54.3333333333333_-2.91666666666667_6060,2,1977,0.6931471805599453,8.379457299144868e-7,-5.233778845410465
Perca fluviatilis,Perca fluviatilis_54.3333333333333_-2.91666666666667_6061,10,1977,2.302585092994046,8.379457299144868e-7,-3.4339872044851463
Perca fluviatilis,Perca fluviatilis_54.33333_-2.91667_6103,25,1977,3.2188758248682006,8.379456276262074e-7,-2.151762203259462
Perca fluviatilis,Perca fluviatilis_54.33333_-2.91667_6104,2,1977,0.6931471805599453,8.379456276262074e-7,-5.233778845410465
Perca fluviatilis,Perca fluviatilis_54.33333_-2.91667_6105,10,1977,2.302585092994046,8.379456276262074e-7,-3.4339872044851463
Plethodon glutinosus,Plethodon glutinosus_35.55_-83.2_20603,20,1977,2.995732273553991,4.5519737492216626e-10,1.3862943611198906
Plethodon glutinosus,Plethodon glutinosus_35.57222_-83.18167_955,20,1977,2.995732273553991,1.1540885865801426e-10,1.3862943611198906
Plethodon jordani,Plethodon jordani_35.55_-83.2_20602,65,1977,4.174387269895637,2.0453336494265538e-10,0.3677247801253172
Plethodon jordani,Plethodon jordani_35.57222_-83.18139_957,65,1977,4.174387269895637,5.114839511878401e-11,0.3677247801253172
Pseudacris regilla,Pseudacris regilla_39.34083_-119.81278_6329,31.25,1977,3.4420193761824107,2.881513693087031e-8,0.03252319170556017
Pseudacris regilla,Pseudacris regilla_41_-118.75_20617,125,1977,4.8283137373023015,4.025834602171728e-8,0.03252319170556017
Salmo trutta,Salmo trutta_54.3333333333333_-2.88333333333333_7022,1.65,1977,0.5007752879124892,1.5968419092064675e-4,0.08206495305430411
Salmo trutta,Salmo trutta_54.3333333333333_-2.88333333333333_7023,0.7,1977,-0.35667494393873245,1.5968419092064675e-4,-0.028170876966696345
Salmo trutta,Salmo trutta_54.3333333333333_-2.88333333333333_7024,0.67,1977,-0.40047756659712525,1.5968419092064675e-4,0.5671064596645803
Salmo trutta,Salmo trutta_54.3333333333333_-2.88333333333333_7025,4.02,1977,1.3912819026309295,1.5968419092064675e-4,-0.38367044828074426
Salmo trutta,Salmo trutta_54.3333333333333_-2.88333333333333_7104,25,1977,3.2188758248682006,1.5968419092064675e-4,0.32850406697203605
Salmo trutta,Salmo trutta_54.34472_-2.95167_1135,6300,1977,8.748304912379623,1.5968419092064675e-4,0.3936306504611604
Salmo trutta,Salmo trutta_61.22417_10.4275_2339,58,1977,4.060443010546419,2.9930604176061004e-5,-0.6580558607486751
Salmo trutta,Salmo trutta_61.5_6.83333_2341,155,1977,5.043425116919247,1.8976862329924573e-4,-0.0864735980038267
Salmo trutta,Salmo trutta_66.83167_15.36056_2347,29,1977,3.367295829986474,1.8644775354077287e-4,0.14842000511827358
Salvelinus namaycush,Salvelinus namaycush_43.5_-87.5_4579,5094,1977,8.535818655539403,1.1195655575036628e-5,-0.02653908783120862
Salvelinus namaycush,Salvelinus namaycush_47.15417_-90.5_886,105,1977,4.653960350157523,1.1195655575036628e-5,0.04879016416943127
Salvelinus namaycush,Salvelinus namaycush_47.26472_-87.17472_885,240,1977,5.480638923341991,1.1195655575036628e-5,0.23361485118150505
Sander vitreus,Sander vitreus_44.1_-78.51_892,0.0127,1977,-4.3661532855175915,1.640462091027769e-5,0.03200273108617413
Sander vitreus,Sander vitreus_44.29_-78.23_895,9.6097,1977,2.262773005013136,9.711265059070108e-6,NA
Sander vitreus,Sander vitreus_44.35_-78.5_894,0.07,1977,-2.659260036932778,1.640462091027769e-5,NA
Sander vitreus,Sander vitreus_45.26889_-79.60417_893,0.43,1977,-0.843970070294529,1.7307238094304258e-6,0.023530497410194084
Sander vitreus,Sander vitreus_46.17_-80_900,0.639,1977,-0.44785082460460224,1.441271641054602e-6,0.11602402025120395
Sander vitreus,Sander vitreus_48.44972_-92.45028_888,0.9912,1977,-0.008838948667204392,1.441271641054602e-6,0.1502740229898689
Sander vitreus,Sander vitreus_48.49_-90.06_890,321.4,1977,5.772686453303412,1.4412936206147225e-6,-0.11812868565464019
Sander vitreus,Sander vitreus_48.7_-93.16667_889,0.6846,1977,-0.37892055288605214,1.441271641054602e-6,-0.10435211957965435
Sander vitreus,Sander vitreus_49.11667_-92.38361_901,4.48,1977,1.4996230464268938,1.441271641054602e-6,0.006718950248745026
Sardinops sagax,Sardinops sagax_-35_20_1936,33,1977,3.4965075614664802,0.08386809600368282,-1.3075134832667765
Sardinops sagax,Sardinops sagax_35_140_1941,7377,1977,8.906122330884303,0.002207929677572442,1.1316868205813453
Alosa pseudoharengus,Alosa pseudoharengus_44.03_-69.31_822,30.9,1978,3.4307561839036995,1.1489165592210773e-4,0.7029033555053097
Alosa pseudoharengus,Alosa pseudoharengus_45.55_-66.52_823,329,1978,5.796057750765372,5.06958376664053e-5,0.09561417737468503
Alosa pseudoharengus,Alosa pseudoharengus_45.9166666666667_-66.8666666666667_1602,329,1978,5.796057750765372,5.069585024135045e-5,0.09561417737468503
Calathus melanocephalus,Calathus melanocephalus_52.8166666666667_6.36666666666667_9186,595,1978,6.38856140554563,NA,0.7681605398284805
Calathus melanocephalus,Calathus melanocephalus_52.8166666666667_6.36666666666667_9187,395,1978,5.978885764901122,NA,0.5539357474197191
Calathus melanocephalus,Calathus melanocephalus_52.8166666666667_6.36666666666667_9188,3,1978,1.0986122886681098,NA,0
Coregonus artedi,Coregonus artedi_48.46667_-89.15_4581,0.977,1978,-0.02326862693935433,5.294232878221e-5,-0.18112671155493465
Coregonus artedi,Coregonus artedi_48_-88_4580,2.808,1978,1.0324724861635646,5.294232878221e-5,-0.14402634116161628
Coregonus clupeaformis,Coregonus clupeaformis_46.66667_-84.75_831,64.6,1978,4.168214410788556,3.548830426652495e-5,0.647753608299583
Coregonus clupeaformis,Coregonus clupeaformis_48.46667_-89.15_830,37.9,1978,3.634951112088381,3.548830426652495e-5,0.2205085036762049
Desmognathus ochrophaeus,Desmognathus ochrophaeus_35.05_-83.27_20607,17,1978,2.833213344056216,1.869661037296206e-7,-0.05715841383994835
Desmognathus ochrophaeus,Desmognathus ochrophaeus_35.06583_-83.46111_940,17,1978,2.833213344056216,2.427852570880035e-7,-0.05715841383994835
Desmognathus quadramaculatus,Desmognathus quadramaculatus_35.05_-83.27_20606,5,1978,1.6094379124341003,5.616772164541695e-7,0
Desmognathus quadramaculatus,Desmognathus quadramaculatus_35.06583_-83.46111_941,5,1978,1.6094379124341003,7.293672204588786e-7,0
Esox lucius,Esox lucius_54.12_-3_1111,600,1978,6.396929655216146,0.001161395552376143,0.1823215567939549
Esox lucius,Esox lucius_54.18_-3_1110,400,1978,5.991464547107982,0.001161395552376143,0
Esox lucius,Esox lucius_54.3333333333333_-2.91666666666667_1823,600,1978,6.396929655216146,0.0013018928956303993,0.1823215567939549
Esox lucius,Esox lucius_54.3_-3_1822,400,1978,5.991464547107982,0.0011613954763863821,0
Ischnura elegans,Ischnura elegans_52.4333333333333_-0.183333333333333_3,30,1978,3.4011973816621555,1.1870164083999878e-8,1.203972804325936
Oncorhynchus kisutch,Oncorhynchus kisutch_43.5_-87.5_4577,3591,1978,8.186185994226083,4.253418796970755e-6,-0.07301336844019879
Oncorhynchus kisutch,Oncorhynchus kisutch_48.56_-125_847,56,1978,4.02535169073515,2.9827869218943627e-4,0.09352605801082392
Oncorhynchus kisutch,Oncorhynchus kisutch_50.73861_-120.61111_4295,122364,1978,11.714755488152226,4.2441479263095755e-6,-0.09065300621082528
Oncorhynchus kisutch,Oncorhynchus kisutch_51.379042_-118.944753_4294,25028,1978,10.127750477118255,4.2441479263095755e-6,-0.05986283166687656
Oncorhynchus kisutch,Oncorhynchus kisutch_63.1825_-146.02806_5765,4798,1978,8.47595444339964,4.2495264578010554e-6,0.0010426442400088831
Perca flavescens,Perca flavescens_45.625_-81.87611_877,5.027,1978,1.6148233847104383,2.4966626097227816e-5,0.05625780265009461
Perca flavescens,Perca flavescens_45_-63_4582,228,1978,5.429345628954441,2.584923311337168e-4,NA
Plethodon glutinosus,Plethodon glutinosus_35.55_-83.2_20603,12,1978,2.4849066497880004,2.0849755966930628e-7,-0.5108256237659905
Plethodon glutinosus,Plethodon glutinosus_35.57222_-83.18167_955,12,1978,2.4849066497880004,5.2861608436406715e-8,-0.5108256237659905
Plethodon jordani,Plethodon jordani_35.55_-83.2_20602,70,1978,4.248495242049359,9.368399250717792e-8,0.07410797215372256
Plethodon jordani,Plethodon jordani_35.57222_-83.18139_957,70,1978,4.248495242049359,2.3427893372828443e-8,0.07410797215372256
